# Monte Carlo Simulation - GeoStudio SLOPE/W + SEEP/W
# Generated   : 2026-03-23 02:41:56
# Input file  : E:\Github\MCP_Geostudio\Metro-Center.gsz
# Iterations  : 500
# Random seed : 42
# Solver      : C:\Program Files\Seequent\GeoStudio 2024.2\Bin\GeoCmd.exe
# Execution   : Sequential (chained SEEP/W -> SLOPE/W per iteration)
#
# --- Soil Parameter Distributions ---
# CohesionPrime = Lognormal | PhiPrime = Normal (min 1 deg)
# Reference    : Phoon & Kulhawy (1999), Duncan (2000)
#
# SC (Silty Clay): c_mean=198.4 psf  COV=35% | phi_mean=20.0 deg  COV=10%
# AWYC (Weathered Yazoo Clay in Active Zone): c_mean=79.3 psf  COV=40% | phi_mean=19.0 deg  COV=12%
# WYC (Weathered Yazoo Clay): c_mean=248.5 psf  COV=40% | phi_mean=19.0 deg  COV=12%
# UYC (Unweathered Yazoo Clay): c_mean=384.2 psf  COV=30% | phi_mean=20.0 deg  COV=8%
#
# --- Rainfall Distribution ---
# Lognormal | COV = 35% | Zero points fixed
#   Day 4: baseline = 0.01 in/day
#   Day 5: baseline = 0.61 in/day
#   Day 6: baseline = 0.01 in/day
#   Day 8: baseline = 1.0 in/day
#   Day 9: baseline = 0.08 in/day
#
# --- Column Units ---
# cohesion = psf | phi = degrees | rainfall = in/day | FS = dimensionless
#
iter,SC_cohesion_psf,SC_phi_deg,AWYC_cohesion_psf,AWYC_phi_deg,WYC_cohesion_psf,WYC_phi_deg,UYC_cohesion_psf,UYC_phi_deg,rainfall_day4_in_per_day,rainfall_day5_in_per_day,rainfall_day6_in_per_day,rainfall_day8_in_per_day,rainfall_day9_in_per_day,FS_Slope_Stability,FS_FS
483,112.7266,20.7633,78.6937,16.7284,196.7176,19.1955,416.6757,19.0966,0.025015,0.537418,0.009931,1.433853,0.080791,1.320936,0.922328
484,127.7811,20.7735,122.5429,19.3535,141.1983,19.0091,321.2644,21.396,0.008424,0.499219,0.007903,0.656062,0.077232,1.466945,1.17818
485,178.1244,18.294,124.1327,18.756,275.8761,20.6181,500.3002,22.1616,0.015068,0.594754,0.006417,0.729477,0.072525,1.615813,1.184341
486,191.4945,19.6664,48.9115,17.4142,139.2505,14.5408,291.8893,21.7693,0.012182,0.559415,0.007564,0.879599,0.072004,1.200782,0.807158
487,344.2957,22.4574,49.5283,18.6775,472.3018,19.2338,413.0623,20.0825,0.006337,0.472216,0.008409,1.80815,0.103523,1.369567,0.848803
488,189.5335,20.312,81.516,20.5442,120.7958,15.6993,241.1973,19.3218,0.010521,0.64509,0.005418,0.757897,0.080811,1.287321,1.014566
489,99.3685,21.7026,136.2287,20.1278,168.107,18.6029,414.8768,20.3249,0.012261,0.727386,0.015407,1.331018,0.069348,1.504481,1.241494
490,221.4,20.7755,75.7007,18.7313,217.6666,21.0105,410.3267,19.2671,0.007568,1.087042,0.009277,0.955228,0.077033,1.487921,0.98962
491,194.5575,20.4913,88.5785,17.993,205.3161,20.7279,271.8506,19.3564,0.011519,0.566129,0.006795,0.835687,0.078051,1.475005,1.021075
492,496.2954,19.0259,180.2851,21.1599,284.2246,18.5196,339.7179,17.4282,0.00959,0.835056,0.011831,0.788171,0.07062,1.877974,1.530057
493,150.6102,17.663,68.358,17.1965,131.5016,23.4276,352.396,19.3361,0.008636,0.776741,0.012372,0.73,0.089019,1.320174,0.899879
494,233.9379,17.4581,74.3427,14.8539,377.4447,18.8078,325.0769,18.9735,0.011476,0.292219,0.005637,0.97315,0.05878,1.23021,0.842931
495,368.6804,23.6724,45.219,18.5539,237.4908,22.033,418.6062,18.2455,0.01477,1.463627,0.005857,0.734104,0.068915,1.342299,0.816597
496,173.1107,22.8812,44.5881,19.1696,270.0203,13.973,433.4873,19.4882,0.011808,0.84274,0.017386,0.601087,0.088591,1.377075,0.830914
497,197.5558,17.777,48.2937,19.6057,326.4869,19.2219,300.9288,15.7753,0.012363,0.656711,0.007011,1.033182,0.096014,1.420916,0.868628
498,197.8531,19.6612,54.9167,21.4998,174.4823,18.2595,332.3895,19.418,0.024449,0.660555,0.013401,1.312884,0.129877,1.488456,0.970568
499,88.8049,19.7995,58.4326,16.4555,154.2763,17.013,635.7367,21.5553,0.006659,0.668347,0.009428,0.68559,0.071117,1.218062,0.82126
500,106.5404,20.6184,64.1645,18.4413,212.2895,18.5741,553.9302,17.3287,0.007718,0.370535,0.008611,1.570686,0.109879,1.36484,0.918334
SUMMARY,,,,,,,,,,,,,,mean=1.4487 | std=0.1546 | min=1.0407 | max=1.9157 | P(FS<1.0)=0.00% | P(FS<1.5)=63.80%,mean=1.0096 | std=0.1650 | min=0.6167 | max=1.5301 | P(FS<1.0)=50.00% | P(FS<1.5)=99.80%
